left_primary`left_secondary`right_text
Brooklyn`United States`39 backers
New York`United States`33 backers
Singapore`Singapore`17 backers
London`United Kingdom`13 backers
Chicago`United States`12 backers
Los Angeles`United States`11 backers
Philadelphia`United States`10 backers
San Francisco`United States`10 backers
Toronto`Canada`9 backers
Sydney`Australia`9 backers
United States``602 backers
United Kingdom``40 backers
Canada``35 backers
Australia``29 backers
Germany``18 backers
Singapore``17 backers
Malaysia``6 backers
Norway``6 backers
Belgium``5 backers
France``5 backers
