left_primary`left_secondary`right_text
Seattle`United States`74 backers
San Francisco`United States`39 backers
Portland`United States`23 backers
New York`United States`18 backers
Chicago`United States`17 backers
London`United Kingdom`16 backers
Brooklyn`United States`16 backers
Boston`United States`10 backers
Los Angeles`United States`10 backers
Mountain View`United States`9 backers
United States``612 backers
United Kingdom``37 backers
Canada``25 backers
Australia``23 backers
Sweden``9 backers
France``8 backers
Germany``8 backers
New Zealand``6 backers
Denmark``4 backers
Netherlands``4 backers
