left_primary`left_secondary`right_text
Houston`United States`5 backers
Singapore`Singapore`3 backers
Columbus`United States`3 backers
Queens`United States`2 backers
Toronto`Canada`1 backer
Bedford`United Kingdom`1 backer
Cambridge`United Kingdom`1 backer
Ponce`Puerto Rico`1 backer
Timóteo`Brazil`1 backer
Stans`Switzerland`1 backer
United States``46 backers
Singapore``3 backers
United Kingdom``2 backers
Brazil``1 backer
Canada``1 backer
Puerto Rico``1 backer
Switzerland``1 backer
