left_primary`left_secondary`right_text
Seattle`United States`168 backers
New York`United States`135 backers
San Francisco`United States`134 backers
Chicago`United States`84 backers
Los Angeles`United States`82 backers
Stockholm`Sweden`74 backers
London`United Kingdom`66 backers
Singapore`Singapore`66 backers
Toronto`Canada`50 backers
Sydney`Australia`48 backers
United States``2,804 backers
Canada``263 backers
Australia``157 backers
Sweden``142 backers
United Kingdom``119 backers
Norway``81 backers
Singapore``66 backers
Denmark``49 backers
Germany``47 backers
Netherlands``32 backers
