left_primary`left_secondary`right_text
Madison`United States`90 backers
Chicago`United States`11 backers
Milwaukee`United States`7 backers
New York`United States`7 backers
Indianapolis`United States`6 backers
Nashville`United States`6 backers
La Crosse`United States`5 backers
Portland`United States`5 backers
Sun Prairie`United States`5 backers
Middleton`United States`3 backers
United States``270 backers
United Kingdom``2 backers
Hungary``1 backer
Netherlands``1 backer
Norway``1 backer
Vietnam``1 backer
