left_primary`left_secondary`right_text
London`United Kingdom`6 backers
Los Angeles`United States`5 backers
Hong Kong`Hong Kong`4 backers
Brooklyn`United States`4 backers
Toronto`Canada`3 backers
Madrid`Spain`3 backers
Beijing`China`3 backers
Austin`United States`3 backers
Chicago`United States`3 backers
San Francisco`United States`3 backers
United States``61 backers
Germany``17 backers
Switzerland``10 backers
United Kingdom``10 backers
Canada``9 backers
Australia``6 backers
Japan``5 backers
Spain``5 backers
Sweden``5 backers
Hong Kong``5 backers
