left_primary`left_secondary`right_text
San Francisco`United States`25 backers
London`United Kingdom`14 backers
Los Angeles`United States`14 backers
Portland`United States`14 backers
New York`United States`13 backers
Toronto`Canada`11 backers
Chicago`United States`11 backers
Seattle`United States`11 backers
San Jose`United States`7 backers
Stockholm`Sweden`6 backers
United States``563 backers
Canada``48 backers
United Kingdom``31 backers
Australia``18 backers
Germany``16 backers
Japan``11 backers
Sweden``10 backers
New Zealand``9 backers
Netherlands``8 backers
Belgium``6 backers
