left_primary`left_secondary`right_text
San Francisco`United States`136 backers
Los Angeles`United States`100 backers
New York`United States`88 backers
Seattle`United States`61 backers
Brooklyn`United States`46 backers
London`United Kingdom`44 backers
Austin`United States`37 backers
Portland`United States`37 backers
Chicago`United States`35 backers
Mountain View`United States`28 backers
United States``1,891 backers
United Kingdom``125 backers
Canada``109 backers
Germany``84 backers
Australia``74 backers
Japan``39 backers
Netherlands``31 backers
France``26 backers
Switzerland``22 backers
Sweden``19 backers
