left_primary`left_secondary`right_text
Brooklyn`United States`113 backers
New York`United States`99 backers
Los Angeles`United States`47 backers
Boston`United States`11 backers
London`United Kingdom`10 backers
Chicago`United States`8 backers
San Francisco`United States`8 backers
Queens`United States`7 backers
Philadelphia`United States`6 backers
Portland`United States`6 backers
United States``559 backers
United Kingdom``17 backers
Canada``14 backers
France``3 backers
Germany``3 backers
New Zealand``3 backers
Australia``2 backers
Ireland``2 backers
Netherlands``2 backers
Norway``2 backers
