left_primary`left_secondary`right_text
London`United Kingdom`9 backers
Singapore`Singapore`5 backers
Toronto`Canada`4 backers
Hong Kong`Hong Kong`4 backers
Los Angeles`United States`4 backers
Sydney`Australia`3 backers
San Francisco`United States`3 backers
Brooklyn`United States`3 backers
Ottawa`Canada`2 backers
Stuttgart`Germany`2 backers
United States``80 backers
United Kingdom``18 backers
Germany``9 backers
Canada``8 backers
Australia``7 backers
Hong Kong``7 backers
Japan``5 backers
Singapore``5 backers
Norway``4 backers
Sweden``3 backers
