left_primary`left_secondary`right_text
Tampa`United States`26 backers
Washington`United States`19 backers
New York`United States`6 backers
Portland`United States`5 backers
Brooklyn`United States`5 backers
Chicago`United States`4 backers
Houston`United States`4 backers
Lutz`United States`4 backers
Seattle`United States`4 backers
Kathleen`United States`3 backers
United States``212 backers
France``3 backers
Qatar``2 backers
Australia``1 backer
Canada``1 backer
Israel``1 backer
Japan``1 backer
Malaysia``1 backer
Norway``1 backer
New Zealand``1 backer
