left_primary`left_secondary`right_text
Melbourne`Australia`104 backers
Sydney`Australia`36 backers
Perth`Australia`15 backers
Brisbane`Australia`14 backers
London`United Kingdom`13 backers
Los Angeles`United States`11 backers
San Francisco`United States`11 backers
Toronto`Canada`9 backers
Montreal`Canada`5 backers
Amsterdam`Netherlands`5 backers
United States``298 backers
Australia``186 backers
Canada``28 backers
Netherlands``25 backers
United Kingdom``23 backers
Belgium``11 backers
Germany``11 backers
Italy``6 backers
Austria``4 backers
Brazil``4 backers
