left_primary`left_secondary`right_text
New York`United States`107 backers
Los Angeles`United States`105 backers
Chicago`United States`72 backers
London`United Kingdom`70 backers
San Francisco`United States`63 backers
Brooklyn`United States`59 backers
Seattle`United States`55 backers
Toronto`Canada`51 backers
Melbourne`Australia`48 backers
Sydney`Australia`47 backers
United States``3,127 backers
Canada``297 backers
United Kingdom``236 backers
Australia``185 backers
Germany``55 backers
Singapore``29 backers
New Zealand``27 backers
France``21 backers
Sweden``19 backers
Norway``17 backers
