left_primary`left_secondary`right_text
New York`United States`58 backers
Los Angeles`United States`53 backers
San Francisco`United States`41 backers
Seattle`United States`35 backers
Portland`United States`32 backers
Chicago`United States`30 backers
San Diego`United States`26 backers
Austin`United States`24 backers
San Jose`United States`22 backers
Brooklyn`United States`20 backers
United States``2,211 backers
United Kingdom``71 backers
Canada``66 backers
Australia``64 backers
Germany``34 backers
New Zealand``11 backers
Netherlands``10 backers
Sweden``9 backers
Japan``8 backers
United Arab Emirates``6 backers
