left_primary`left_secondary`right_text
Toronto`Canada`3 backers
Washington`United States`2 backers
Montreal`Canada`1 backer
Nobleford`Canada`1 backer
Vancouver`Canada`1 backer
Dartford`United Kingdom`1 backer
Fleet`United Kingdom`1 backer
Ipswich`United Kingdom`1 backer
London`United Kingdom`1 backer
Recife`Brazil`1 backer
United States``48 backers
Canada``6 backers
United Kingdom``4 backers
Australia``3 backers
France``3 backers
Brazil``2 backers
Germany``2 backers
Italy``2 backers
Netherlands``2 backers
Ireland``1 backer
