left_primary`left_secondary`right_text
London`United Kingdom`45 backers
Brooklyn`United States`32 backers
New York`United States`24 backers
Berlin`Germany`21 backers
Vancouver`Canada`19 backers
Moscow`Russia`19 backers
Washington`United States`19 backers
Sydney`Australia`17 backers
Melbourne`Australia`14 backers
Toronto`Canada`13 backers
United States``383 backers
United Kingdom``114 backers
Canada``86 backers
Australia``61 backers
Germany``56 backers
Sweden``35 backers
Netherlands``30 backers
Russia``27 backers
Italy``25 backers
France``21 backers
