left_primary`left_secondary`right_text
San Francisco`United States`14 backers
Oakland`United States`11 backers
San Jose`United States`7 backers
Berkeley`United States`6 backers
Walnut Creek`United States`6 backers
Alameda`United States`3 backers
Hayward`United States`3 backers
Redwood City`United States`3 backers
Zurich`Switzerland`2 backers
Castro Valley`United States`2 backers
United States``101 backers
Germany``2 backers
Switzerland``2 backers
Australia``1 backer
Canada``1 backer
Hungary``1 backer
Italy``1 backer
Mexico``1 backer
Hong Kong``1 backer
