left_primary`left_secondary`right_text
Tokyo`Japan`299 backers
London`United Kingdom`24 backers
Singapore`Singapore`22 backers
New York`United States`21 backers
San Francisco`United States`19 backers
Tatebayashi-shi`Japan`18 backers
Los Angeles`United States`13 backers
Fujimino-shi`Japan`12 backers
Melbourne`Australia`9 backers
Osaka-shi`Japan`9 backers
Japan``478 backers
United States``357 backers
United Kingdom``50 backers
Australia``30 backers
Canada``30 backers
Singapore``22 backers
Germany``14 backers
Hong Kong``13 backers
Taiwan``9 backers
China``8 backers
