left_primary`left_secondary`right_text
San Francisco`United States`8 backers
Houston`United States`5 backers
Melbourne`Australia`4 backers
Salt Lake City`United States`4 backers
Chicago`United States`3 backers
Dallas`United States`3 backers
Minneapolis`United States`3 backers
Philadelphia`United States`3 backers
Portland`United States`3 backers
Sydney`Australia`2 backers
United States``115 backers
Australia``6 backers
Canada``4 backers
Switzerland``3 backers
United Kingdom``3 backers
Hong Kong``2 backers
United Arab Emirates``1 backer
Afghanistan``1 backer
Japan``1 backer
South Korea``1 backer
