left_primary`left_secondary`right_text
London`United Kingdom`44 backers
Copenhagen`Denmark`34 backers
Sydney`Australia`14 backers
Bristol`United Kingdom`10 backers
Perth`Australia`9 backers
Amsterdam`Netherlands`8 backers
Vienna`Austria`7 backers
Hong Kong`Hong Kong`7 backers
Toronto`Canada`6 backers
Frankfurt`Germany`6 backers
United States``263 backers
United Kingdom``150 backers
Germany``77 backers
Denmark``64 backers
Netherlands``56 backers
France``41 backers
Australia``40 backers
Canada``38 backers
Switzerland``37 backers
Sweden``24 backers
