left_primary`left_secondary`right_text
New York`United States`323 backers
San Francisco`United States`298 backers
Singapore`Singapore`252 backers
Los Angeles`United States`196 backers
Melbourne`Australia`193 backers
Toronto`Canada`189 backers
Sydney`Australia`189 backers
London`United Kingdom`170 backers
Seattle`United States`159 backers
Chicago`United States`151 backers
United States``6,318 backers
Canada``786 backers
Australia``624 backers
United Kingdom``361 backers
Singapore``252 backers
Sweden``184 backers
Germany``183 backers
Norway``178 backers
Denmark``150 backers
Hong Kong``110 backers
