left_primary`left_secondary`right_text
Delray Beach`United States`27 backers
Los Angeles`United States`23 backers
London`United Kingdom`21 backers
Miami`United States`20 backers
San Francisco`United States`20 backers
New York`United States`17 backers
Boca Raton`United States`16 backers
Brooklyn`United States`16 backers
Seattle`United States`12 backers
Toronto`Canada`11 backers
United States``776 backers
Canada``53 backers
United Kingdom``46 backers
Australia``33 backers
Germany``14 backers
Netherlands``12 backers
Singapore``10 backers
India``8 backers
South Africa``8 backers
Hong Kong``8 backers
