left_primary`left_secondary`right_text
Wilmington`United States`112 backers
New York`United States`67 backers
San Francisco`United States`56 backers
Brooklyn`United States`47 backers
Chicago`United States`45 backers
Los Angeles`United States`36 backers
Portland`United States`27 backers
Austin`United States`26 backers
Raleigh`United States`22 backers
Seattle`United States`21 backers
United States``1,533 backers
Canada``45 backers
United Kingdom``20 backers
Australia``18 backers
Germany``17 backers
Singapore``9 backers
Netherlands``8 backers
Switzerland``8 backers
Denmark``7 backers
Japan``7 backers
