left_primary`left_secondary`right_text
New York`United States`22 backers
San Francisco`United States`17 backers
Los Angeles`United States`15 backers
Chicago`United States`14 backers
Seattle`United States`14 backers
Atlanta`United States`11 backers
Brooklyn`United States`7 backers
Austin`United States`6 backers
Perth`Australia`5 backers
Charlotte`United States`5 backers
United States``404 backers
United Kingdom``11 backers
Australia``9 backers
Canada``7 backers
France``5 backers
Singapore``4 backers
Switzerland``4 backers
Hong Kong``4 backers
Austria``3 backers
Ireland``3 backers
