left_primary`left_secondary`right_text
Miami`United States`67 backers
New York`United States`21 backers
Coral Gables`United States`14 backers
Miami Beach`United States`7 backers
Boston`United States`5 backers
Fort Lauderdale`United States`4 backers
Hialeah`United States`4 backers
Brooklyn`United States`4 backers
Arlington`United States`3 backers
Hollywood`United States`3 backers
United States``212 backers
Puerto Rico``2 backers
Canada``1 backer
Greece``1 backer
Mexico``1 backer
United Kingdom``1 backer
