left_primary`left_secondary`right_text
Baltimore`United States`23 backers
Seattle`United States`14 backers
New York`United States`11 backers
Minneapolis`United States`10 backers
Arlington`United States`7 backers
Boston`United States`7 backers
Los Angeles`United States`7 backers
Houston`United States`6 backers
Chicago`United States`5 backers
Cockeysville`United States`5 backers
United States``503 backers
Canada``6 backers
Italy``2 backers
Australia``1 backer
Germany``1 backer
Mexico``1 backer
United Kingdom``1 backer
