left_primary`left_secondary`right_text
Shenzhen`China`37 backers
Beijing`China`18 backers
Singapore`Singapore`11 backers
Guangzhou`China`9 backers
Allen`United States`8 backers
Sydney`Australia`7 backers
New York`United States`6 backers
London`United Kingdom`5 backers
Toronto`Canada`4 backers
Amsterdam`Netherlands`4 backers
United States``122 backers
China``90 backers
Australia``24 backers
Germany``15 backers
Canada``14 backers
United Kingdom``14 backers
Netherlands``13 backers
Singapore``11 backers
France``8 backers
Hong Kong``7 backers
