left_primary`left_secondary`right_text
Los Angeles`United States`11 backers
Laguna Beach`United States`5 backers
Irvine`United States`4 backers
Fort Lauderdale`United States`3 backers
Anaheim`United States`2 backers
Chicago`United States`2 backers
Huntington Beach`United States`2 backers
Marathon`United States`2 backers
Rancho Santa Margarita`United States`2 backers
Gold Canyon`United States`2 backers
United States``104 backers
Canada``4 backers
Israel``1 backer
Japan``1 backer
United Kingdom``1 backer
