left_primary`left_secondary`right_text
London`United Kingdom`78 backers
Los Angeles`United States`68 backers
New York`United States`50 backers
Chicago`United States`44 backers
Brooklyn`United States`31 backers
Portland`United States`27 backers
Minneapolis`United States`26 backers
San Francisco`United States`26 backers
Washington`United States`26 backers
Boston`United States`25 backers
United States``2,423 backers
United Kingdom``296 backers
Canada``146 backers
Australia``65 backers
Germany``63 backers
Ireland``19 backers
Sweden``18 backers
Brazil``14 backers
France``14 backers
Netherlands``14 backers
