left_primary`left_secondary`right_text
London`United Kingdom`115 backers
Los Angeles`United States`47 backers
New York`United States`37 backers
Glasgow`United Kingdom`36 backers
Melbourne`Australia`20 backers
Brooklyn`United States`19 backers
Chicago`United States`16 backers
San Francisco`United States`16 backers
Toronto`Canada`13 backers
Sydney`Australia`12 backers
United States``561 backers
United Kingdom``388 backers
Australia``56 backers
Canada``45 backers
Germany``27 backers
Brazil``19 backers
Spain``19 backers
France``18 backers
Netherlands``13 backers
Italy``11 backers
