left_primary`left_secondary`right_text
Boston`United States`161 backers
San Francisco`United States`41 backers
New York`United States`33 backers
Los Angeles`United States`28 backers
San Jose`United States`24 backers
Chicago`United States`15 backers
Brooklyn`United States`11 backers
Washington`United States`10 backers
Houston`United States`9 backers
Cambridge`United States`8 backers
United States``999 backers
United Kingdom``9 backers
Canada``7 backers
Netherlands``6 backers
Australia``4 backers
Brazil``3 backers
Germany``3 backers
United Arab Emirates``2 backers
Ireland``2 backers
France``2 backers
