left_primary`left_secondary`right_text
Sydney`Australia`18 backers
London`United Kingdom`16 backers
Singapore`Singapore`14 backers
Brisbane`Australia`12 backers
Vienna`Austria`10 backers
Melbourne`Australia`9 backers
New York`United States`9 backers
Perth`Australia`8 backers
Toronto`Canada`7 backers
Munich`Germany`6 backers
United States``398 backers
Germany``84 backers
United Kingdom``71 backers
Australia``65 backers
Netherlands``49 backers
Canada``46 backers
Switzerland``24 backers
France``19 backers
Italy``19 backers
Austria``15 backers
