left_primary`left_secondary`right_text
Los Angeles`United States`429 backers
New York`United States`86 backers
Seattle`United States`67 backers
London`United Kingdom`58 backers
Chicago`United States`44 backers
Brooklyn`United States`41 backers
Portland`United States`40 backers
Minneapolis`United States`38 backers
San Diego`United States`38 backers
San Francisco`United States`36 backers
United States``3,726 backers
United Kingdom``127 backers
Canada``116 backers
Australia``48 backers
Germany``23 backers
Sweden``14 backers
Denmark``13 backers
France``12 backers
Netherlands``8 backers
Switzerland``8 backers
