left_primary`left_secondary`right_text
New York`United States`219 backers
Los Angeles`United States`140 backers
Seattle`United States`112 backers
San Francisco`United States`106 backers
Brooklyn`United States`105 backers
Edmonton`Canada`99 backers
Portland`United States`81 backers
Toronto`Canada`77 backers
Austin`United States`72 backers
Chicago`United States`68 backers
United States``4,400 backers
Canada``447 backers
Australia``130 backers
United Kingdom``121 backers
Germany``52 backers
Switzerland``30 backers
New Zealand``25 backers
Netherlands``21 backers
Sweden``19 backers
Ireland``18 backers
