left_primary`left_secondary`right_text
Los Angeles`United States`165 backers
New York`United States`162 backers
San Francisco`United States`140 backers
London`United Kingdom`122 backers
Brooklyn`United States`116 backers
Seattle`United States`107 backers
Chicago`United States`99 backers
Austin`United States`89 backers
Toronto`Canada`69 backers
Portland`United States`62 backers
United States``5,147 backers
United Kingdom``593 backers
Canada``448 backers
Australia``216 backers
Germany``91 backers
France``62 backers
Mexico``52 backers
Sweden``52 backers
Brazil``46 backers
Japan``44 backers
