left_primary`left_secondary`right_text
Sacramento`United States`44 backers
El Dorado Hills`United States`12 backers
San Francisco`United States`11 backers
Roseville`United States`9 backers
London`United Kingdom`8 backers
Rocklin`United States`7 backers
Singapore`Singapore`6 backers
Folsom`United States`6 backers
Houston`United States`5 backers
Los Angeles`United States`5 backers
United States``285 backers
United Kingdom``25 backers
Canada``12 backers
Australia``8 backers
Singapore``6 backers
Malaysia``5 backers
Netherlands``5 backers
Mexico``3 backers
Spain``3 backers
Sweden``3 backers
