left_primary`left_secondary`right_text
London`United Kingdom`228 backers
Sydney`Australia`104 backers
Melbourne`Australia`99 backers
Paris`France`81 backers
Los Angeles`United States`77 backers
Brisbane`Australia`74 backers
Chicago`United States`73 backers
Toronto`Canada`72 backers
Seattle`United States`67 backers
Madrid`Spain`64 backers
United States``4,466 backers
United Kingdom``976 backers
Canada``648 backers
Germany``579 backers
France``545 backers
Australia``470 backers
Spain``270 backers
Italy``194 backers
Sweden``167 backers
Denmark``148 backers
