left_primary`left_secondary`right_text
London`United Kingdom`49 backers
Chicago`United States`44 backers
Sydney`Australia`42 backers
Los Angeles`United States`41 backers
San Francisco`United States`39 backers
Seattle`United States`39 backers
Singapore`Singapore`37 backers
Melbourne`Australia`36 backers
Provo`United States`35 backers
New York`United States`31 backers
United States``2,265 backers
United Kingdom``238 backers
Canada``190 backers
Australia``159 backers
Germany``44 backers
Singapore``37 backers
Netherlands``29 backers
Sweden``29 backers
Japan``25 backers
Belgium``24 backers
