left_primary`left_secondary`right_text
Erie`United States`32 backers
San Francisco`United States`10 backers
Austin`United States`6 backers
Columbus`United States`6 backers
Madison`United States`5 backers
Alexandria`United States`4 backers
Atlanta`United States`4 backers
Chicago`United States`4 backers
Denver`United States`4 backers
Des Moines`United States`4 backers
United States``431 backers
Canada``11 backers
Australia``2 backers
Philippines``2 backers
United Kingdom``2 backers
France``1 backer
Georgia``1 backer
Italy``1 backer
Japan``1 backer
