left_primary`left_secondary`right_text
Los Angeles`United States`89 backers
New York`United States`69 backers
San Francisco`United States`57 backers
Brooklyn`United States`50 backers
Seattle`United States`49 backers
London`United Kingdom`45 backers
Melbourne`Australia`40 backers
Austin`United States`38 backers
Sydney`Australia`34 backers
Portland`United States`33 backers
United States``1,993 backers
Canada``188 backers
United Kingdom``186 backers
Australia``125 backers
Germany``75 backers
Sweden``52 backers
Netherlands``45 backers
Norway``35 backers
Belgium``24 backers
New Zealand``23 backers
