left_primary`left_secondary`right_text
San Francisco`United States`165 backers
Los Angeles`United States`77 backers
New York`United States`59 backers
Oakland`United States`31 backers
San Jose`United States`30 backers
San Mateo`United States`26 backers
Chicago`United States`24 backers
Washington`United States`24 backers
Brooklyn`United States`23 backers
Seattle`United States`22 backers
United States``1,866 backers
Canada``37 backers
Singapore``16 backers
Australia``14 backers
Germany``5 backers
Mexico``4 backers
New Zealand``4 backers
United Kingdom``4 backers
Brazil``3 backers
China``3 backers
