left_primary`left_secondary`right_text
Seattle`United States`36 backers
Los Angeles`United States`8 backers
San Diego`United States`4 backers
Bellevue`United States`3 backers
Bothell`United States`2 backers
Everett`United States`2 backers
Kirkland`United States`2 backers
Portland`United States`2 backers
Brooklyn`United States`2 backers
Dartmouth`Canada`1 backer
United States``101 backers
Canada``1 backer
Germany``1 backer
Italy``1 backer
Norway``1 backer
