left_primary`left_secondary`right_text
New York`United States`62 backers
Los Angeles`United States`55 backers
New Orleans`United States`51 backers
Brooklyn`United States`51 backers
Chicago`United States`23 backers
San Francisco`United States`17 backers
Columbus`United States`16 backers
Austin`United States`14 backers
Richmond`United States`12 backers
Seattle`United States`10 backers
United States``655 backers
Canada``14 backers
United Kingdom``11 backers
Germany``5 backers
France``3 backers
Australia``2 backers
Malaysia``2 backers
Netherlands``2 backers
New Zealand``2 backers
Spain``2 backers
