left_primary`left_secondary`right_text
Warwick`United States`9 backers
Fort Collins`United States`5 backers
Highland Lakes`United States`3 backers
Chester`United States`2 backers
Monroe`United States`2 backers
New York`United States`2 backers
Waltham`United States`2 backers
London`United Kingdom`1 backer
Austin`United States`1 backer
Baltimore`United States`1 backer
United States``74 backers
United Kingdom``1 backer
