left_primary`left_secondary`right_text
Zurich`Switzerland`193 backers
Tokyo`Japan`178 backers
Singapore`Singapore`166 backers
London`United Kingdom`89 backers
San Francisco`United States`75 backers
New York`United States`70 backers
Melbourne`Australia`56 backers
Los Angeles`United States`55 backers
Sydney`Australia`52 backers
Toronto`Canada`49 backers
United States``1,521 backers
Switzerland``509 backers
Japan``373 backers
Germany``297 backers
United Kingdom``226 backers
Canada``204 backers
Australia``176 backers
Singapore``166 backers
Netherlands``96 backers
France``92 backers
