left_primary`left_secondary`right_text
New York`United States`57 backers
Brooklyn`United States`37 backers
San Francisco`United States`32 backers
Los Angeles`United States`27 backers
London`United Kingdom`17 backers
Chicago`United States`12 backers
Toronto`Canada`11 backers
Boston`United States`11 backers
Singapore`Singapore`10 backers
Oakland`United States`10 backers
United States``490 backers
Canada``33 backers
United Kingdom``24 backers
Germany``17 backers
Australia``13 backers
Netherlands``10 backers
Singapore``10 backers
Switzerland``7 backers
New Zealand``4 backers
Austria``3 backers
