left_primary`left_secondary`right_text
London`United Kingdom`704 backers
New York`United States`259 backers
San Francisco`United States`219 backers
Singapore`Singapore`179 backers
Los Angeles`United States`176 backers
Toronto`Canada`158 backers
Sydney`Australia`149 backers
Tokyo`Japan`141 backers
Chicago`United States`136 backers
Seattle`United States`132 backers
United States``6,070 backers
United Kingdom``1,567 backers
Canada``753 backers
Germany``608 backers
Australia``485 backers
Netherlands``331 backers
Japan``286 backers
France``262 backers
Spain``218 backers
Singapore``179 backers
