left_primary`left_secondary`right_text
San Francisco`United States`123 backers
London`United Kingdom`101 backers
Los Angeles`United States`92 backers
New York`United States`77 backers
Singapore`Singapore`59 backers
Tokyo`Japan`48 backers
Sydney`Australia`47 backers
Brooklyn`United States`39 backers
Melbourne`Australia`38 backers
Chicago`United States`38 backers
United States``1,870 backers
United Kingdom``205 backers
Canada``154 backers
Australia``144 backers
Germany``111 backers
Japan``110 backers
Netherlands``79 backers
France``62 backers
Singapore``59 backers
Switzerland``49 backers
