left_primary`left_secondary`right_text
Brooklyn`United States`16 backers
New York`United States`11 backers
London`United Kingdom`6 backers
Los Angeles`United States`4 backers
Oakland`United States`4 backers
San Francisco`United States`4 backers
Washington`United States`4 backers
Manchester`United Kingdom`3 backers
Chicago`United States`3 backers
Philadelphia`United States`3 backers
United States``134 backers
United Kingdom``18 backers
Canada``11 backers
Belgium``3 backers
Germany``3 backers
Mexico``3 backers
France``2 backers
Australia``1 backer
Ireland``1 backer
Italy``1 backer
