left_primary`left_secondary`right_text
Montevideo`Uruguay`29 backers
San Francisco`United States`16 backers
London`United Kingdom`13 backers
Los Angeles`United States`13 backers
New York`United States`13 backers
Seattle`United States`7 backers
Perth`Australia`5 backers
Sydney`Australia`5 backers
Santiago`Chile`4 backers
Brisbane`Australia`4 backers
United States``293 backers
Uruguay``31 backers
United Kingdom``23 backers
Australia``21 backers
Canada``19 backers
Brazil``5 backers
Chile``5 backers
Germany``5 backers
Norway``5 backers
Sweden``5 backers
