left_primary`left_secondary`right_text
Berlin`Germany`170 backers
London`United Kingdom`142 backers
Munich`Germany`125 backers
Vienna`Austria`102 backers
Melbourne`Australia`80 backers
Hamburg`Germany`74 backers
Seattle`United States`71 backers
Sydney`Australia`64 backers
San Francisco`United States`62 backers
Toronto`Canada`54 backers
United States``2,447 backers
Germany``1,964 backers
United Kingdom``538 backers
Canada``397 backers
Australia``283 backers
France``187 backers
Austria``185 backers
Sweden``152 backers
Switzerland``135 backers
Netherlands``119 backers
