left_primary`left_secondary`right_text
New York`United States`161 backers
Brooklyn`United States`143 backers
San Francisco`United States`135 backers
London`United Kingdom`61 backers
Chicago`United States`61 backers
Portland`United States`61 backers
Austin`United States`55 backers
Seattle`United States`47 backers
Los Angeles`United States`46 backers
Minneapolis`United States`30 backers
United States``1,659 backers
United Kingdom``133 backers
Canada``100 backers
Australia``51 backers
Germany``33 backers
Netherlands``22 backers
France``19 backers
Belgium``17 backers
New Zealand``13 backers
Sweden``13 backers
