left_primary`left_secondary`right_text
New York`United States`31 backers
Toronto`Canada`21 backers
San Francisco`United States`18 backers
Singapore`Singapore`17 backers
Seattle`United States`17 backers
Brooklyn`United States`16 backers
Los Angeles`United States`15 backers
London`United Kingdom`13 backers
Boston`United States`12 backers
Chicago`United States`12 backers
United States``619 backers
Canada``97 backers
Australia``25 backers
United Kingdom``18 backers
Singapore``17 backers
France``16 backers
Japan``15 backers
Germany``12 backers
Hong Kong``11 backers
Netherlands``10 backers
