left_primary`left_secondary`right_text
Brooklyn`United States`41 backers
New York`United States`31 backers
Los Angeles`United States`19 backers
London`United Kingdom`13 backers
Washington`United States`12 backers
San Francisco`United States`11 backers
Seattle`United States`11 backers
Melbourne`Australia`9 backers
Austin`United States`9 backers
Portland`United States`9 backers
United States``578 backers
Australia``33 backers
Canada``33 backers
United Kingdom``31 backers
Germany``14 backers
Netherlands``9 backers
Sweden``7 backers
France``6 backers
Belgium``5 backers
Brazil``5 backers
