left_primary`left_secondary`right_text
New York`United States`38 backers
Brooklyn`United States`28 backers
Los Angeles`United States`23 backers
San Francisco`United States`6 backers
Portland`United States`5 backers
Toronto`Canada`4 backers
London`United Kingdom`4 backers
Atlanta`United States`4 backers
Dallas`United States`4 backers
Bronx`United States`4 backers
United States``281 backers
Canada``9 backers
United Kingdom``8 backers
Japan``6 backers
Australia``4 backers
Germany``3 backers
Austria``1 backer
Belgium``1 backer
France``1 backer
Mexico``1 backer
