left_primary`left_secondary`right_text
Austin`United States`39 backers
Houston`United States`8 backers
Washington`United States`7 backers
Dallas`United States`5 backers
Los Angeles`United States`4 backers
New York`United States`4 backers
San Francisco`United States`4 backers
Boston`United States`3 backers
Fort Worth`United States`3 backers
Arlington`United States`2 backers
United States``132 backers
United Kingdom``1 backer
