left_primary`left_secondary`right_text
Seattle`United States`226 backers
San Francisco`United States`36 backers
Chicago`United States`30 backers
Redmond`United States`25 backers
Bellevue`United States`22 backers
Portland`United States`22 backers
Tokyo`Japan`19 backers
Austin`United States`19 backers
Singapore`Singapore`16 backers
New York`United States`16 backers
United States``1,311 backers
United Kingdom``52 backers
Australia``45 backers
Canada``42 backers
Japan``34 backers
Germany``20 backers
Singapore``16 backers
France``10 backers
Sweden``9 backers
Switzerland``9 backers
