left_primary`left_secondary`right_text
New York`United States`13 backers
Seattle`United States`10 backers
London`United Kingdom`7 backers
San Francisco`United States`7 backers
Brooklyn`United States`7 backers
Los Angeles`United States`6 backers
Toronto`Canada`5 backers
Ottawa`Canada`3 backers
Boston`United States`3 backers
Chicago`United States`3 backers
United States``132 backers
United Kingdom``23 backers
Canada``15 backers
Australia``5 backers
Germany``5 backers
Japan``4 backers
France``3 backers
Denmark``2 backers
Portugal``2 backers
Spain``2 backers
