left_primary`left_secondary`right_text
Paris`France`46 backers
Bordeaux`France`20 backers
Singapore`Singapore`10 backers
London`United Kingdom`8 backers
Paris`United States`5 backers
Issy-les-Moulineaux`France`3 backers
Quebec`Canada`2 backers
Chaumont`France`2 backers
Lille`France`2 backers
Lyon`France`2 backers
France``162 backers
United States``40 backers
United Kingdom``20 backers
Netherlands``11 backers
Singapore``10 backers
Canada``9 backers
Australia``7 backers
Belgium``5 backers
Germany``5 backers
Switzerland``4 backers
