left_primary`left_secondary`right_text
Brooklyn`United States`23 backers
New York`United States`20 backers
Boston`United States`7 backers
Toronto`Canada`5 backers
Chicago`United States`4 backers
Los Angeles`United States`4 backers
Nashville`United States`4 backers
Washington`United States`4 backers
Vancouver`Canada`3 backers
London`United Kingdom`3 backers
United States``179 backers
Canada``17 backers
United Kingdom``5 backers
Netherlands``4 backers
Australia``3 backers
Germany``3 backers
Austria``2 backers
Brazil``2 backers
South Africa``2 backers
United Arab Emirates``1 backer
