left_primary`left_secondary`right_text
Seoul`South Korea`37 backers
Amsterdam`Netherlands`1 backer
Zurich`Switzerland`1 backer
Zagreb`Croatia`1 backer
Heist-op-den-Berg`Belgium`1 backer
Singapore`Singapore`1 backer
Brisbane`Australia`1 backer
Melbourne`Australia`1 backer
Kobe-shi`Japan`1 backer
Fayetteville`United States`1 backer
South Korea``37 backers
United States``6 backers
Australia``2 backers
Switzerland``2 backers
Belgium``1 backer
Croatia``1 backer
Japan``1 backer
Netherlands``1 backer
Singapore``1 backer
