left_primary`left_secondary`right_text
Portland`United States`16 backers
Arlington`United States`2 backers
Baltimore`United States`1 backer
Bethesda`United States`1 backer
Boise`United States`1 backer
Charleston`United States`1 backer
Dallas`United States`1 backer
Edison`United States`1 backer
Houston`United States`1 backer
New York`United States`1 backer
United States``30 backers
