left_primary`left_secondary`right_text
Taipei City`Taiwan`10 backers
New York`United States`6 backers
Tokyo`Japan`5 backers
Shanghai`China`5 backers
Edmonton`Canada`4 backers
London`United Kingdom`3 backers
Singapore`Singapore`3 backers
Bristol`United States`3 backers
Los Angeles`United States`3 backers
Brooklyn`United States`3 backers
United States``95 backers
Taiwan``11 backers
Australia``7 backers
Canada``7 backers
Japan``7 backers
China``6 backers
Germany``6 backers
United Kingdom``6 backers
Netherlands``3 backers
Singapore``3 backers
