left_primary`left_secondary`right_text
New York`United States`51 backers
Sydney`Australia`20 backers
San Francisco`United States`20 backers
Brooklyn`United States`17 backers
Washington`United States`13 backers
Boston`United States`8 backers
Los Angeles`United States`7 backers
Austin`United States`5 backers
Houston`United States`5 backers
Minneapolis`United States`5 backers
United States``301 backers
Australia``27 backers
Canada``6 backers
United Kingdom``5 backers
Singapore``4 backers
United Arab Emirates``2 backers
Brazil``1 backer
Costa Rica``1 backer
France``1 backer
Indonesia``1 backer
